event_id,user_id,event_type,timestamp,hour_of_day,day_of_week,is_weekend,is_anomalous,anomaly_type,ip_address,country,device,login_success,failed_attempts,timezone_gap_hours,instrument,lot_size,trade_volume,pnl,margin_used,trade_duration_seconds,trade_volume_vs_baseline,is_night_trade,amount,method,is_immediate_withdrawal,session_duration_mins,page_clicks,click_rate_per_min,kyc_change_type,account_age_days
EVT_283320,USER_0094,session,2024-01-26 16:51:31,16,4,0,0,none,,,chrome_win,,,,,,,,,,,,,,,27.6,79.0,2.86,,320
EVT_257643,USER_0175,trade,2024-01-26 17:16:54,17,4,0,0,none,,,,,,,BTCUSD,1.76,9260.24,-110.66,3564.89,2140.0,0.877,0.0,,,,,,,,155
EVT_826847,USER_0002,trade,2024-01-26 17:59:23,17,4,0,1,wash_trader,,,,,,,GBPUSD,1.99,4694.39,-181.45,3343.01,2034.0,1.184,1.0,,,,,,,,161
EVT_465790,USER_0044,session,2024-01-26 18:12:55,18,4,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,22.7,39.0,1.72,,26
EVT_340355,USER_0101,login,2024-01-26 18:20:50,18,4,0,0,none,10.61.94.1,NG,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,202
EVT_677035,USER_0090,login,2024-01-26 18:50:35,18,4,0,0,none,10.174.6.1,DE,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,250
EVT_195797,USER_0155,deposit,2024-01-26 19:16:24,19,4,0,0,none,,,,,,,,,,,,,,,506.52,crypto,0.0,,,,,182
EVT_869969,USER_0157,trade,2024-01-26 19:23:43,19,4,0,0,none,,,,,,,USDJPY,1.62,10288.34,29.84,4195.55,1235.0,0.609,1.0,,,,,,,,139
EVT_109287,USER_0170,deposit,2024-01-26 19:33:46,19,4,0,0,none,,,,,,,,,,,,,,,1507.49,bank,0.0,,,,,191
EVT_107577,USER_0015,withdrawal,2024-01-26 20:00:47,20,4,0,1,ip_hopper,,,,,,,,,,,,,,,244.85,bank,0.0,,,,,185
EVT_639403,USER_0146,kyc_change,2024-01-26 22:57:16,22,4,0,0,none,,,,,,,,,,,,,,,,,,,,,email_update,349
EVT_757860,USER_0021,login,2024-01-26 23:41:05,23,4,0,1,brute_forcer,10.248.35.1,US,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,134
EVT_647386,USER_0028,withdrawal,2024-01-26 23:43:47,23,4,0,1,brute_forcer,,,,,,,,,,,,,,,85.16,crypto,0.0,,,,,231
EVT_992325,USER_0074,trade,2024-01-27 00:18:28,0,5,1,0,none,,,,,,,EURUSD,0.79,1652.11,-257.58,1040.18,276.0,0.835,1.0,,,,,,,,337
EVT_734356,USER_0013,trade,2024-01-27 01:33:39,1,5,1,1,deposit_withdrawal_cycler,,,,,,,USDJPY,0.89,5792.29,-398.9,2063.74,2041.0,1.208,0.0,,,,,,,,337
EVT_279420,USER_0181,deposit,2024-01-27 01:41:04,1,5,1,0,none,,,,,,,,,,,,,,,1789.95,card,0.0,,,,,166
EVT_397368,USER_0126,trade,2024-01-27 01:44:10,1,5,1,0,none,,,,,,,BTCUSD,0.87,18137.45,-113.61,1082.57,1800.0,1.056,0.0,,,,,,,,354
EVT_934735,USER_0172,trade,2024-01-27 01:47:49,1,5,1,0,none,,,,,,,XAUUSD,0.23,7539.32,5.22,1979.19,3388.0,0.88,1.0,,,,,,,,62
EVT_113675,USER_0108,login,2024-01-27 02:03:08,2,5,1,0,none,10.213.115.1,DE,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,275
EVT_592236,USER_0151,withdrawal,2024-01-27 02:29:59,2,5,1,0,none,,,,,,,,,,,,,,,212.25,bank,0.0,,,,,264
EVT_884639,USER_0036,withdrawal,2024-01-27 02:51:54,2,5,1,0,none,,,,,,,,,,,,,,,117.44,crypto,0.0,,,,,205
EVT_287412,USER_0025,session,2024-01-27 02:55:05,2,5,1,1,bot_trader,,,chrome_win,,,,,,,,,,,,,,,46.7,22.0,0.47,,364
EVT_155785,USER_0119,deposit,2024-01-27 03:07:34,3,5,1,0,none,,,,,,,,,,,,,,,536.01,bank,0.0,,,,,221
EVT_703186,USER_0081,login,2024-01-27 03:14:28,3,5,1,0,none,10.69.236.1,RU,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,243
EVT_559713,USER_0072,login,2024-01-27 03:16:12,3,5,1,0,none,10.218.228.1,DE,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,290
EVT_742865,USER_0060,trade,2024-01-27 03:46:00,3,5,1,0,none,,,,,,,USDCHF,1.28,17893.86,8.99,1853.29,2353.0,1.095,0.0,,,,,,,,33
EVT_331279,USER_0099,login,2024-01-27 04:18:20,4,5,1,0,none,10.176.217.1,CN,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,214
EVT_218877,USER_0194,kyc_change,2024-01-27 05:15:52,5,5,1,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,184
EVT_285107,USER_0153,trade,2024-01-27 06:52:38,6,5,1,0,none,,,,,,,USDJPY,0.8,10943.39,-55.4,1563.49,3128.0,1.012,0.0,,,,,,,,78
EVT_150293,USER_0141,deposit,2024-01-27 07:36:05,7,5,1,0,none,,,,,,,,,,,,,,,416.7,card,0.0,,,,,185
EVT_821783,USER_0077,deposit,2024-01-27 08:32:42,8,5,1,0,none,,,,,,,,,,,,,,,441.7,bank,0.0,,,,,275
EVT_384027,USER_0024,login,2024-01-27 08:38:15,8,5,1,1,structurer,10.115.32.1,SG,android_app,1.0,1.0,0.0,,,,,,,,,,,,,,,,176
EVT_375722,USER_0109,trade,2024-01-27 09:45:38,9,5,1,0,none,,,,,,,AUDUSD,0.68,14036.54,-38.89,1318.7,2244.0,1.052,0.0,,,,,,,,95
EVT_767153,USER_0013,trade,2024-01-27 11:22:04,11,5,1,1,deposit_withdrawal_cycler,,,,,,,GBPUSD,0.11,5402.69,-319.08,2187.99,3006.0,1.127,0.0,,,,,,,,337
EVT_317198,USER_0072,login,2024-01-27 11:23:20,11,5,1,0,none,10.218.228.1,DE,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,290
EVT_437262,USER_0115,trade,2024-01-27 12:10:00,12,5,1,0,none,,,,,,,XAUUSD,0.71,14710.53,-434.98,4556.79,2074.0,0.914,0.0,,,,,,,,124
EVT_694772,USER_0074,login,2024-01-27 13:32:03,13,5,1,0,none,10.120.139.1,AE,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,337
EVT_535320,USER_0030,login,2024-01-27 14:13:04,14,5,1,0,none,10.127.98.1,US,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,320
EVT_586768,USER_0050,trade,2024-01-27 14:24:49,14,5,1,0,none,,,,,,,USDJPY,0.66,1589.74,-25.94,1941.85,1456.0,0.995,0.0,,,,,,,,249
EVT_838552,USER_0196,login,2024-01-27 14:56:57,14,5,1,0,none,10.160.219.1,US,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,229
EVT_814105,USER_0026,session,2024-01-27 15:01:38,15,5,1,1,dormant_withdrawer,,,firefox_linux,,,,,,,,,,,,,,,13.4,67.0,5.0,,131
EVT_366659,USER_0054,trade,2024-01-27 15:44:29,15,5,1,0,none,,,,,,,AUDUSD,0.87,5287.84,-11.35,3018.83,345.0,0.989,0.0,,,,,,,,34
EVT_462623,USER_0077,trade,2024-01-27 16:02:08,16,5,1,0,none,,,,,,,USDJPY,1.62,23743.87,89.75,3752.45,1401.0,1.204,0.0,,,,,,,,275
EVT_438974,USER_0004,withdrawal,2024-01-27 16:08:05,16,5,1,1,bot_trader,,,,,,,,,,,,,,,83.26,bank,0.0,,,,,62
EVT_400614,USER_0184,deposit,2024-01-27 16:11:32,16,5,1,0,none,,,,,,,,,,,,,,,313.25,card,0.0,,,,,118
EVT_538586,USER_0115,trade,2024-01-27 16:50:32,16,5,1,0,none,,,,,,,XAUUSD,1.19,13386.42,15.38,1642.45,245.0,0.831,0.0,,,,,,,,124
EVT_581671,USER_0104,kyc_change,2024-01-27 17:03:01,17,5,1,0,none,,,,,,,,,,,,,,,,,,,,,address_update,281
EVT_476455,USER_0036,login,2024-01-27 17:52:22,17,5,1,0,none,10.31.160.1,DE,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,206
EVT_736005,USER_0116,login,2024-01-27 19:00:31,19,5,1,0,none,10.206.139.1,AE,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,159
EVT_481453,USER_0197,withdrawal,2024-01-27 19:37:00,19,5,1,0,none,,,,,,,,,,,,,,,1666.06,bank,0.0,,,,,213
EVT_887559,USER_0123,trade,2024-01-27 19:58:25,19,5,1,0,none,,,,,,,GBPUSD,0.21,9624.2,27.05,3926.77,1358.0,1.053,0.0,,,,,,,,190
EVT_390334,USER_0086,deposit,2024-01-27 20:15:09,20,5,1,0,none,,,,,,,,,,,,,,,1030.86,bank,0.0,,,,,156
EVT_897582,USER_0012,trade,2024-01-27 20:19:35,20,5,1,1,dormant_withdrawer,,,,,,,USDJPY,1.24,9537.21,331.6,2766.58,2678.0,0.987,0.0,,,,,,,,337
EVT_233051,USER_0015,session,2024-01-27 22:12:38,22,5,1,1,ip_hopper,,,ios_app,,,,,,,,,,,,,,,13.3,37.0,2.78,,186
EVT_464733,USER_0191,session,2024-01-27 22:19:55,22,5,1,0,none,,,chrome_win,,,,,,,,,,,,,,,59.4,78.0,1.31,,161
EVT_752542,USER_0091,login,2024-01-27 22:22:43,22,5,1,0,none,10.78.222.1,CN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,152
EVT_132959,USER_0000,trade,2024-01-27 22:28:06,22,5,1,1,brute_forcer,,,,,,,GBPUSD,0.29,9118.73,141.85,4397.43,700.0,1.124,0.0,,,,,,,,105
EVT_610168,USER_0140,trade,2024-01-27 23:01:01,23,5,1,0,none,,,,,,,EURUSD,0.41,18972.28,-47.41,4286.3,2491.0,1.059,0.0,,,,,,,,265
EVT_658272,USER_0012,session,2024-01-27 23:37:51,23,5,1,1,dormant_withdrawer,,,ios_app,,,,,,,,,,,,,,,37.9,34.0,0.9,,337
EVT_684632,USER_0140,deposit,2024-01-28 00:03:00,0,6,1,0,none,,,,,,,,,,,,,,,1303.74,card,0.0,,,,,266
EVT_948014,USER_0052,withdrawal,2024-01-28 00:35:25,0,6,1,0,none,,,,,,,,,,,,,,,392.78,bank,0.0,,,,,382
EVT_295056,USER_0111,session,2024-01-28 00:59:00,0,6,1,0,none,,,chrome_win,,,,,,,,,,,,,,,46.4,42.0,0.91,,161
EVT_903180,USER_0127,withdrawal,2024-01-28 00:59:41,0,6,1,0,none,,,,,,,,,,,,,,,640.99,crypto,0.0,,,,,29
EVT_576719,USER_0130,login,2024-01-28 01:51:44,1,6,1,0,none,10.174.136.1,RU,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,66
EVT_502586,USER_0015,session,2024-01-28 02:19:57,2,6,1,1,ip_hopper,,,ios_app,,,,,,,,,,,,,,,11.1,76.0,6.85,,186
EVT_236384,USER_0109,deposit,2024-01-28 02:22:43,2,6,1,0,none,,,,,,,,,,,,,,,2571.08,card,0.0,,,,,95
EVT_548906,USER_0118,login,2024-01-28 02:30:55,2,6,1,0,none,10.10.137.1,BR,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,98
EVT_760458,USER_0165,login,2024-01-28 02:41:34,2,6,1,0,none,10.170.124.1,IN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,311
EVT_201605,USER_0150,session,2024-01-28 02:48:54,2,6,1,0,none,,,chrome_win,,,,,,,,,,,,,,,42.7,23.0,0.54,,85
EVT_456029,USER_0171,deposit,2024-01-28 03:32:50,3,6,1,0,none,,,,,,,,,,,,,,,1521.32,crypto,0.0,,,,,375
EVT_691040,USER_0055,login,2024-01-28 04:24:48,4,6,1,0,none,10.179.156.1,CN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,135
EVT_714585,USER_0063,kyc_change,2024-01-28 04:46:46,4,6,1,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,280
EVT_458388,USER_0142,trade,2024-01-28 04:53:56,4,6,1,0,none,,,,,,,BTCUSD,1.25,12342.13,-121.91,3277.67,1006.0,1.03,0.0,,,,,,,,54
EVT_999924,USER_0079,session,2024-01-28 05:15:18,5,6,1,0,none,,,android_app,,,,,,,,,,,,,,,28.4,14.0,0.49,,65
EVT_993021,USER_0015,login,2024-01-28 05:51:18,5,6,1,1,ip_hopper,10.216.32.1,UK,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,186
EVT_387721,USER_0003,withdrawal,2024-01-28 06:04:43,6,6,1,1,structurer,,,,,,,,,,,,,,,140.29,bank,0.0,,,,,308
EVT_946003,USER_0100,trade,2024-01-28 06:23:21,6,6,1,0,none,,,,,,,USDCHF,0.86,12819.36,-82.38,2632.5,992.0,0.971,0.0,,,,,,,,317
EVT_204768,USER_0045,withdrawal,2024-01-28 06:36:56,6,6,1,0,none,,,,,,,,,,,,,,,1198.42,bank,0.0,,,,,282
EVT_207892,USER_0183,kyc_change,2024-01-28 06:58:13,6,6,1,0,none,,,,,,,,,,,,,,,,,,,,,email_update,94
EVT_491490,USER_0135,trade,2024-01-28 08:52:04,8,6,1,0,none,,,,,,,BTCUSD,0.76,18028.12,-257.27,2720.88,3163.0,1.101,1.0,,,,,,,,38
EVT_270832,USER_0165,login,2024-01-28 09:12:38,9,6,1,0,none,10.170.124.1,IN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,311
EVT_568735,USER_0057,login,2024-01-28 09:33:22,9,6,1,0,none,10.204.169.1,NG,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,323
EVT_897861,USER_0074,trade,2024-01-28 09:37:41,9,6,1,0,none,,,,,,,EURUSD,1.0,2011.27,31.59,2565.78,2768.0,1.017,0.0,,,,,,,,338
EVT_624514,USER_0192,kyc_change,2024-01-28 10:02:41,10,6,1,0,none,,,,,,,,,,,,,,,,,,,,,address_update,389
EVT_893238,USER_0164,trade,2024-01-28 11:13:32,11,6,1,0,none,,,,,,,BTCUSD,1.84,8668.92,44.33,4094.38,3525.0,0.966,0.0,,,,,,,,384
EVT_772036,USER_0156,trade,2024-01-28 11:44:18,11,6,1,0,none,,,,,,,USDCHF,1.13,1329.5,118.59,1857.03,2384.0,0.897,0.0,,,,,,,,350
EVT_998626,USER_0162,withdrawal,2024-01-28 12:00:59,12,6,1,0,none,,,,,,,,,,,,,,,1249.02,bank,0.0,,,,,60
EVT_670143,USER_0021,deposit,2024-01-28 12:03:33,12,6,1,1,brute_forcer,,,,,,,,,,,,,,,2534.2,bank,0.0,,,,,136
EVT_405246,USER_0098,trade,2024-01-28 13:20:34,13,6,1,0,none,,,,,,,USDCHF,1.97,13193.17,-145.82,1003.08,199.0,0.892,0.0,,,,,,,,249
EVT_614595,USER_0192,deposit,2024-01-28 13:30:22,13,6,1,0,none,,,,,,,,,,,,,,,2708.88,card,0.0,,,,,389
EVT_830361,USER_0015,trade,2024-01-28 13:47:58,13,6,1,1,ip_hopper,,,,,,,XAUUSD,1.29,13561.35,-23.02,3390.25,2298.0,1.081,0.0,,,,,,,,187
EVT_813702,USER_0006,deposit,2024-01-28 14:25:23,14,6,1,1,deposit_withdrawal_cycler,,,,,,,,,,,,,,,787.2,card,0.0,,,,,304
EVT_522377,USER_0118,login,2024-01-28 14:37:13,14,6,1,0,none,10.10.137.1,BR,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,98
EVT_274444,USER_0090,trade,2024-01-28 14:39:29,14,6,1,0,none,,,,,,,EURUSD,0.24,7329.01,-105.98,3102.7,3382.0,0.98,0.0,,,,,,,,251
EVT_584795,USER_0156,login,2024-01-28 14:48:16,14,6,1,0,none,10.232.188.1,US,android_app,1.0,1.0,0.0,,,,,,,,,,,,,,,,350
EVT_686273,USER_0140,withdrawal,2024-01-28 14:55:06,14,6,1,0,none,,,,,,,,,,,,,,,647.62,crypto,0.0,,,,,266
EVT_234779,USER_0116,login,2024-01-28 15:32:43,15,6,1,0,none,10.206.139.1,AE,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,160
EVT_940144,USER_0083,trade,2024-01-28 15:55:42,15,6,1,0,none,,,,,,,USDCHF,0.14,6485.92,-62.24,3170.55,2635.0,0.914,0.0,,,,,,,,183
EVT_280861,USER_0095,trade,2024-01-28 16:11:59,16,6,1,0,none,,,,,,,USDJPY,1.97,2453.37,-106.5,1599.43,511.0,0.886,1.0,,,,,,,,120
EVT_117946,USER_0152,trade,2024-01-28 20:05:22,20,6,1,0,none,,,,,,,USDCHF,0.16,13830.01,-197.23,3507.5,954.0,0.935,0.0,,,,,,,,38
EVT_108721,USER_0088,trade,2024-01-28 20:12:16,20,6,1,0,none,,,,,,,GBPUSD,0.63,14039.49,107.31,2654.35,3515.0,0.994,0.0,,,,,,,,353
EVT_232981,USER_0006,trade,2024-01-28 20:19:44,20,6,1,1,deposit_withdrawal_cycler,,,,,,,USDCHF,1.73,13964.48,93.41,4441.86,756.0,0.83,1.0,,,,,,,,304
EVT_817663,USER_0167,trade,2024-01-28 20:24:00,20,6,1,0,none,,,,,,,BTCUSD,1.57,2153.41,206.09,4693.66,2509.0,1.149,0.0,,,,,,,,295
EVT_806423,USER_0063,login,2024-01-28 21:25:59,21,6,1,0,none,10.154.207.1,UK,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,281
EVT_149261,USER_0178,deposit,2024-01-28 22:14:47,22,6,1,0,none,,,,,,,,,,,,,,,1696.9,bank,0.0,,,,,34
EVT_500633,USER_0068,withdrawal,2024-01-28 23:00:00,23,6,1,0,none,,,,,,,,,,,,,,,163.3,bank,0.0,,,,,138
EVT_149617,USER_0095,withdrawal,2024-01-28 23:25:46,23,6,1,0,none,,,,,,,,,,,,,,,1371.25,bank,0.0,,,,,120
EVT_108739,USER_0088,login,2024-01-29 00:02:26,0,0,0,0,none,10.203.101.1,RU,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,353
EVT_579536,USER_0137,login,2024-01-29 00:39:02,0,0,0,0,none,10.173.203.1,AE,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,59
EVT_266846,USER_0146,login,2024-01-29 02:13:55,2,0,0,0,none,10.233.154.1,AE,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,351
EVT_577461,USER_0034,login,2024-01-29 02:48:21,2,0,0,0,none,10.135.232.1,RU,android_app,1.0,1.0,0.0,,,,,,,,,,,,,,,,88
EVT_415989,USER_0027,withdrawal,2024-01-29 03:22:05,3,0,0,1,deposit_withdrawal_cycler,,,,,,,,,,,,,,,1791.48,bank,0.0,,,,,79
EVT_769983,USER_0012,trade,2024-01-29 03:24:50,3,0,0,1,dormant_withdrawer,,,,,,,XAUUSD,0.46,8808.76,98.26,4104.8,3353.0,0.911,1.0,,,,,,,,338
EVT_322162,USER_0170,session,2024-01-29 03:31:34,3,0,0,0,none,,,ios_app,,,,,,,,,,,,,,,7.9,63.0,7.97,,193
EVT_285197,USER_0196,deposit,2024-01-29 03:39:09,3,0,0,0,none,,,,,,,,,,,,,,,2309.4,crypto,0.0,,,,,230
EVT_144374,USER_0193,session,2024-01-29 05:10:29,5,0,0,0,none,,,safari_mac,,,,,,,,,,,,,,,31.1,36.0,1.16,,346
EVT_208055,USER_0194,trade,2024-01-29 06:19:41,6,0,0,0,none,,,,,,,XAUUSD,0.63,15235.32,154.6,3792.96,839.0,0.998,0.0,,,,,,,,186
EVT_419348,USER_0048,trade,2024-01-29 06:29:49,6,0,0,0,none,,,,,,,XAUUSD,1.48,11270.99,-114.49,1918.45,3319.0,1.031,0.0,,,,,,,,389
EVT_495007,USER_0126,withdrawal,2024-01-29 07:13:58,7,0,0,0,none,,,,,,,,,,,,,,,738.64,bank,0.0,,,,,357
EVT_418672,USER_0051,deposit,2024-01-29 07:27:56,7,0,0,0,none,,,,,,,,,,,,,,,1465.99,crypto,0.0,,,,,49
EVT_762314,USER_0099,session,2024-01-29 07:32:10,7,0,0,0,none,,,firefox_linux,,,,,,,,,,,,,,,22.2,43.0,1.94,,217
EVT_754643,USER_0168,session,2024-01-29 07:50:03,7,0,0,0,none,,,safari_mac,,,,,,,,,,,,,,,9.7,50.0,5.15,,86
EVT_596574,USER_0163,kyc_change,2024-01-29 07:58:11,7,0,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,286
EVT_573431,USER_0077,withdrawal,2024-01-29 07:59:49,7,0,0,0,none,,,,,,,,,,,,,,,484.84,crypto,0.0,,,,,277
EVT_189171,USER_0192,trade,2024-01-29 08:43:50,8,0,0,0,none,,,,,,,BTCUSD,0.75,14390.17,-75.89,3904.32,2169.0,0.962,0.0,,,,,,,,390
EVT_516286,USER_0138,trade,2024-01-29 08:58:36,8,0,0,0,none,,,,,,,AUDUSD,1.7,18886.04,235.44,2453.31,3141.0,1.168,0.0,,,,,,,,302
EVT_517143,USER_0062,login,2024-01-29 09:22:15,9,0,0,0,none,10.151.65.1,RU,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,130
EVT_132390,USER_0033,login,2024-01-29 10:41:50,10,0,0,0,none,10.109.205.1,CN,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,392
EVT_777233,USER_0178,trade,2024-01-29 10:49:20,10,0,0,0,none,,,,,,,GBPUSD,1.17,1382.18,-8.84,696.58,2164.0,0.919,0.0,,,,,,,,34
EVT_230738,USER_0020,login,2024-01-29 11:01:55,11,0,0,1,deposit_withdrawal_cycler,10.157.122.1,NG,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,362
EVT_118369,USER_0045,trade,2024-01-29 11:17:52,11,0,0,0,none,,,,,,,GBPUSD,1.24,3570.64,143.6,2539.56,3040.0,1.091,0.0,,,,,,,,284
EVT_964776,USER_0182,login,2024-01-29 11:39:09,11,0,0,0,none,10.108.79.1,DE,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,351
EVT_102342,USER_0123,trade,2024-01-29 12:00:34,12,0,0,0,none,,,,,,,GBPUSD,1.98,7526.64,-118.3,2008.01,2653.0,0.824,0.0,,,,,,,,192
EVT_614064,USER_0051,deposit,2024-01-29 12:03:04,12,0,0,0,none,,,,,,,,,,,,,,,1517.17,crypto,0.0,,,,,50
EVT_637459,USER_0153,trade,2024-01-29 12:57:20,12,0,0,0,none,,,,,,,USDJPY,0.47,8472.54,-66.2,4516.86,3012.0,0.784,0.0,,,,,,,,81
EVT_877462,USER_0045,login,2024-01-29 13:24:24,13,0,0,0,none,10.135.59.1,UK,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,284
EVT_358604,USER_0156,login,2024-01-29 13:27:05,13,0,0,0,none,10.232.188.1,US,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,351
EVT_222692,USER_0128,trade,2024-01-29 13:39:23,13,0,0,0,none,,,,,,,XAUUSD,1.18,19887.45,-217.21,1095.79,2756.0,1.059,0.0,,,,,,,,179
EVT_913976,USER_0057,withdrawal,2024-01-29 14:04:31,14,0,0,0,none,,,,,,,,,,,,,,,1478.66,crypto,0.0,,,,,324
EVT_637700,USER_0021,session,2024-01-29 14:16:34,14,0,0,1,brute_forcer,,,firefox_linux,,,,,,,,,,,,,,,21.5,40.0,1.86,,137
EVT_755645,USER_0157,deposit,2024-01-29 14:20:27,14,0,0,0,none,,,,,,,,,,,,,,,2162.74,card,0.0,,,,,142
EVT_944311,USER_0172,login,2024-01-29 15:07:09,15,0,0,0,none,10.154.234.1,DE,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,64
EVT_251074,USER_0139,kyc_change,2024-01-29 15:20:58,15,0,0,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,147
EVT_468653,USER_0021,trade,2024-01-29 15:30:42,15,0,0,1,brute_forcer,,,,,,,GBPUSD,1.86,2005.68,89.32,3718.88,285.0,1.213,0.0,,,,,,,,137
EVT_368148,USER_0022,kyc_change,2024-01-29 16:36:22,16,0,0,1,ip_hopper,,,,,,,,,,,,,,,,,,,,,address_update,100
EVT_871222,USER_0030,withdrawal,2024-01-29 16:50:36,16,0,0,0,none,,,,,,,,,,,,,,,156.45,bank,0.0,,,,,322
EVT_494000,USER_0127,trade,2024-01-29 19:09:44,19,0,0,0,none,,,,,,,AUDUSD,0.28,3280.87,-31.27,4771.21,317.0,0.777,1.0,,,,,,,,31
EVT_789857,USER_0139,session,2024-01-29 20:32:27,20,0,0,0,none,,,ios_app,,,,,,,,,,,,,,,28.8,35.0,1.22,,147
EVT_758840,USER_0021,deposit,2024-01-29 20:50:19,20,0,0,1,brute_forcer,,,,,,,,,,,,,,,2451.0,bank,0.0,,,,,137
EVT_150633,USER_0059,trade,2024-01-29 20:52:20,20,0,0,0,none,,,,,,,USDJPY,1.15,18455.11,-63.0,2082.15,1347.0,1.028,0.0,,,,,,,,376
EVT_354506,USER_0104,login,2024-01-29 21:25:38,21,0,0,0,none,10.64.251.1,AE,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,283
EVT_859268,USER_0180,trade,2024-01-29 21:34:08,21,0,0,0,none,,,,,,,USDJPY,0.11,9191.18,-54.59,1232.3,3236.0,1.097,0.0,,,,,,,,234
EVT_724719,USER_0083,deposit,2024-01-29 21:39:08,21,0,0,0,none,,,,,,,,,,,,,,,706.34,card,0.0,,,,,184
EVT_578073,USER_0011,session,2024-01-29 22:51:41,22,0,0,1,bot_trader,,,chrome_win,,,,,,,,,,,,,,,10.5,35.0,3.33,,53
EVT_573349,USER_0020,session,2024-01-29 23:10:30,23,0,0,1,deposit_withdrawal_cycler,,,chrome_win,,,,,,,,,,,,,,,44.7,75.0,1.68,,363
EVT_576663,USER_0100,deposit,2024-01-29 23:25:28,23,0,0,0,none,,,,,,,,,,,,,,,176.85,bank,0.0,,,,,319
EVT_553360,USER_0030,trade,2024-01-29 23:39:50,23,0,0,0,none,,,,,,,AUDUSD,0.19,8242.59,-194.88,3165.84,2008.0,0.983,0.0,,,,,,,,322
EVT_708555,USER_0034,deposit,2024-01-30 00:03:09,0,1,0,0,none,,,,,,,,,,,,,,,2784.47,bank,0.0,,,,,89
EVT_791274,USER_0100,kyc_change,2024-01-30 00:57:27,0,1,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,319
EVT_922911,USER_0089,trade,2024-01-30 01:11:25,1,1,0,0,none,,,,,,,USDJPY,0.59,19461.59,-198.87,2145.23,1394.0,1.035,1.0,,,,,,,,367
EVT_463470,USER_0197,trade,2024-01-30 01:49:31,1,1,0,0,none,,,,,,,BTCUSD,1.01,6650.9,248.43,136.03,2508.0,0.89,1.0,,,,,,,,215
EVT_429824,USER_0096,trade,2024-01-30 01:55:38,1,1,0,0,none,,,,,,,USDCHF,1.7,18709.76,245.84,4968.16,882.0,1.033,1.0,,,,,,,,236
EVT_195948,USER_0021,deposit,2024-01-30 02:00:55,2,1,0,1,brute_forcer,,,,,,,,,,,,,,,2758.04,crypto,0.0,,,,,137
EVT_270162,USER_0157,trade,2024-01-30 02:11:31,2,1,0,0,none,,,,,,,USDJPY,0.21,16183.83,-122.41,3856.32,3480.0,0.959,0.0,,,,,,,,142
EVT_180657,USER_0107,trade,2024-01-30 02:28:24,2,1,0,0,none,,,,,,,GBPUSD,1.85,14823.16,169.36,4238.29,1189.0,1.02,0.0,,,,,,,,348
EVT_695417,USER_0124,trade,2024-01-30 03:07:49,3,1,0,0,none,,,,,,,USDJPY,0.1,22555.64,143.26,407.18,3031.0,1.168,1.0,,,,,,,,180
